budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.madmaxmovie.com/,76341,"[{'id': 2964, 'name': 'future'}, {'id': 3713, 'name': 'chase'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5657, 'name': 'australia'}, {'id': 10084, 'name': 'rescue'}, {'id': 10349, 'name': 'survival'}, {'id': 10562, 'name': 'on the run'}, {'id': 155499, 'name': 'convoy'}, {'id': 190954, 'name': 'peak oil'}, {'id': 212516, 'name': 'dark future'}]",en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",29.36178,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Kennedy Miller Productions', 'id': 2537}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-13,378858340,120,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What a Lovely Day.,Mad Max: Fury Road,7.3,9629
250000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.thedarkknightrises.com/,49026,"[{'id': 849, 'name': 'dc comics'}, {'id': 853, 'name': 'crime fighter'}, {'id': 949, 'name': 'terrorist'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1437, 'name': 'burglar'}, {'id': 3051, 'name': 'hostage drama'}, {'id': 3562, 'name': 'time bomb'}, {'id': 6969, 'name': 'gotham city'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9665, 'name': 'cover-up'}, {'id': 9715, 'name': 'superhero'}, {'id': 9990, 'name': 'villainess'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 13015, 'name': 'terrorism'}, {'id': 14796, 'name': 'destruction'}, {'id': 18933, 'name': 'catwoman'}, {'id': 156082, 'name': 'cat burglar'}, {'id': 156395, 'name': 'imax'}, {'id': 173272, 'name': 'flood'}, {'id': 179093, 'name': 'criminal underworld'}, {'id': 230775, 'name': 'batman'}]",en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",20.58258,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-16,1084939099,165,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Legend Ends,The Dark Knight Rises,7.6,9263
63000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.warnerbros.com/matrix,603,"[{'id': 83, 'name': 'saving the world'}, {'id': 310, 'name': 'artificial intelligence'}, {'id': 312, 'name': 'man vs machine'}, {'id': 490, 'name': 'philosophy'}, {'id': 530, 'name': 'prophecy'}, {'id': 779, 'name': 'martial arts'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 1721, 'name': 'fight'}, {'id': 3074, 'name': 'insurgence'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6256, 'name': 'truth'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 187056, 'name': 'woman director'}, {'id': 194063, 'name': 'messiah'}, {'id': 221385, 'name': 'gnosticism'}]",en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",33.366332,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Groucho II Film Partnership', 'id': 372}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-03-30,463517383,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the Real World.,The Matrix,7.9,9079
200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://marvel.com/ironman3,68721,"[{'id': 949, 'name': 'terrorist'}, {'id': 5597, 'name': 'war on terror'}, {'id': 6335, 'name': 'tennessee'}, {'id': 8613, 'name': 'malibu'}, {'id': 8828, 'name': 'marvel comic'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 12555, 'name': 'tony stark'}, {'id': 173776, 'name': 'iron man'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe'}, {'id': 188721, 'name': 'mandarin'}, {'id': 209714, 'name': '3d'}, {'id': 209748, 'name': 'war machine'}, {'id': 209822, 'name': 'iron patriot'}, {'id': 209823, 'name': 'extremis'}]",en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",23.721243,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-04-18,1215439994,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Unleash the power behind the armor.,Iron Man 3,6.8,8951
140000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://www.ironmanmovie.com/,1726,"[{'id': 539, 'name': 'middle east'}, {'id': 6163, 'name': 'arms dealer'}, {'id': 8613, 'name': 'malibu'}, {'id': 8828, 'name': 'marvel comic'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 12555, 'name': 'tony stark'}, {'id': 173776, 'name': 'iron man'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe'}, {'id': 208630, 'name': 'counter terrorism'}, {'id': 209756, 'name': 'agent coulson'}]",en,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",22.073099,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-30,585174222,126,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fa', 'name': 'فارسی'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",Released,Heroes aren't born. They're built.,Iron Man,7.4,8951
93000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.lordoftherings.net/,120,"[{'id': 603, 'name': 'elves'}, {'id': 604, 'name': 'dwarves'}, {'id': 606, 'name': 'orcs'}, {'id': 609, 'name': 'middle-earth (tolkien)'}, {'id': 611, 'name': 'hobbit'}, {'id': 818, 'name': 'based on novel'}, {'id': 1262, 'name': 'mountain'}, {'id': 2407, 'name': 'fireworks'}, {'id': 3098, 'name': 'castle'}, {'id': 3347, 'name': 'volcano'}, {'id': 4587, 'name': 'password'}, {'id': 4959, 'name': 'death of a friend'}, {'id': 6464, 'name': 'uncle'}, {'id': 46951, 'name': 'mirror'}, {'id': 177912, 'name': 'wizard'}, {'id': 234213, 'name': 'sword and sorcery'}]",en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",32.070725,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-18,871368364,178,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8.0,8892
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.jurassicworld.com/,135397,"[{'id': 1299, 'name': 'monster'}, {'id': 1718, 'name': 'dna'}, {'id': 1720, 'name': 'tyrannosaurus rex'}, {'id': 1766, 'name': 'velociraptor'}, {'id': 2041, 'name': 'island'}, {'id': 9663, 'name': 'sequel'}, {'id': 9937, 'name': 'suspense'}, {'id': 10617, 'name': 'disaster'}, {'id': 10685, 'name': 'escape'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 155582, 'name': 'amusement park'}, {'id': 158130, 'name': 'animal attack'}, {'id': 158340, 'name': 'theme park'}, {'id': 178010, 'name': 'jurassic park'}, {'id': 209714, 'name': '3d'}, {'id': 223059, 'name': 'animal horror'}]",en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",32.790475,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-09,1513528810,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The park is open.,Jurassic World,6.5,8842
8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,680,"[{'id': 396, 'name': 'transporter'}, {'id': 1411, 'name': 'brothel'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2792, 'name': 'boxer'}, {'id': 4076, 'name': 'massage'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9730, 'name': 'crime boss'}, {'id': 10104, 'name': 'dance contest'}, {'id': 11242, 'name': 'junkyard'}, {'id': 11423, 'name': 'kamikaze'}, {'id': 11434, 'name': 'ambiguous ending'}, {'id': 11435, 'name': 'briefcase'}, {'id': 11436, 'name': 'redemption'}, {'id': 11442, 'name': 'heirloom'}, {'id': 11446, 'name': 'pulp fiction'}, {'id': 11447, 'name': 'reference to al green'}, {'id': 14604, 'name': 'theft'}, {'id': 14707, 'name': 'brutality'}]",en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.950236,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Jersey Films', 'id': 216}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-10,213928762,154,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Just because you are a character doesn't mean you have character.,Pulp Fiction,8.3,8670
250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.thehobbit.com/,49051,"[{'id': 483, 'name': 'riddle'}, {'id': 603, 'name': 'elves'}, {'id': 604, 'name': 'dwarves'}, {'id': 606, 'name': 'orcs'}, {'id': 609, 'name': 'middle-earth (tolkien)'}, {'id': 611, 'name': 'hobbit'}, {'id': 1262, 'name': 'mountain'}, {'id': 177912, 'name': 'wizard'}, {'id': 189092, 'name': 'journey'}, {'id': 189093, 'name': 'ring'}, {'id': 189094, 'name': 'goblin'}, {'id': 189098, 'name': 'courage'}, {'id': 189099, 'name': 'giant'}, {'id': 189102, 'name': 'tunnel'}, {'id': 189103, 'name': 'underground lake'}, {'id': 189108, 'name': 'buried treasure'}, {'id': 189114, 'name': 'climbing a tree'}, {'id': 189115, 'name': 'invisibility'}, {'id': 189119, 'name': 'ancient'}, {'id': 191739, 'name': 'gnomes'}]",en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",23.253089,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-26,1021103568,169,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7.0,8427
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,278,"[{'id': 378, 'name': 'prison'}, {'id': 417, 'name': 'corruption'}, {'id': 796, 'name': 'police brutality'}, {'id': 2885, 'name': 'prison cell'}, {'id': 4779, 'name': 'delinquent'}, {'id': 8622, 'name': 'parole board'}, {'id': 9777, 'name': 'escape from prison'}, {'id': 12662, 'name': 'wrongful imprisonment'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 207883, 'name': '1940s'}]",en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-23,28341469,142,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,8358
94000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.lordoftherings.net,122,"[{'id': 603, 'name': 'elves'}, {'id': 606, 'name': 'orcs'}, {'id': 609, 'name': 'middle-earth (tolkien)'}, {'id': 818, 'name': 'based on novel'}, {'id': 3301, 'name': 'suspicion'}, {'id': 3930, 'name': 'bravery'}, {'id': 6091, 'name': 'war'}, {'id': 9812, 'name': 'honor'}, {'id': 11173, 'name': 'troll'}, {'id': 14707, 'name': 'brutality'}, {'id': 14819, 'name': 'violence'}, {'id': 162846, 'name': 'ghost'}, {'id': 173700, 'name': 'end of trilogy'}, {'id': 207372, 'name': 'quest'}, {'id': 234213, 'name': 'sword and sorcery'}]",en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",29.324358,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-12-01,1118888979,201,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,8226
55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,13,"[{'id': 422, 'name': 'vietnam veteran'}, {'id': 458, 'name': 'hippie'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 795, 'name': 'running'}, {'id': 818, 'name': 'based on novel'}, {'id': 2956, 'name': 'vietnam'}, {'id': 2957, 'name': 'vietnam war'}, {'id': 6054, 'name': 'friendship'}, {'id': 9673, 'name': 'love'}, {'id': 10235, 'name': 'family relationships'}, {'id': 10624, 'name': 'bully'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 162365, 'name': 'military'}, {'id': 162934, 'name': 'hugging'}, {'id': 166980, 'name': 'shrimping'}, {'id': 180204, 'name': 'wounded soldier'}, {'id': 187844, 'name': 'flashback'}, {'id': 208143, 'name': 'park bench'}, {'id': 215492, 'name': 'amputee'}]",en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",48.307194,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-06,677945399,142,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",Forrest Gump,8.2,8147
245000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",http://www.starwars.com/films/star-wars-episode-vii,140607,"[{'id': 803, 'name': 'android'}, {'id': 9831, 'name': 'spaceship'}, {'id': 10527, 'name': 'jedi'}, {'id': 156395, 'name': 'imax'}, {'id': 161176, 'name': 'space opera'}, {'id': 209714, 'name': '3d'}]",en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",31.626013,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Truenorth Productions', 'id': 1634}, {'name': 'Bad Robot', 'id': 11461}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-12-15,2068223624,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every generation has a story.,Star Wars: The Force Awakens,7.5,7993
200000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",http://www.titanicmovie.com,597,"[{'id': 2580, 'name': 'shipwreck'}, {'id': 2984, 'name': 'iceberg'}, {'id': 3799, 'name': 'ship'}, {'id': 4210, 'name': 'panic'}, {'id': 4388, 'name': 'titanic'}, {'id': 4953, 'name': 'ocean liner'}, {'id': 6917, 'name': 'epic'}, {'id': 7579, 'name': 'rich woman - poor man'}, {'id': 9673, 'name': 'love'}, {'id': 10617, 'name': 'disaster'}, {'id': 10703, 'name': 'tragic love'}, {'id': 14514, 'name': 'class differences'}, {'id': 156395, 'name': 'imax'}, {'id': 165086, 'name': 'star crossed lovers'}, {'id': 182615, 'name': 'steerage'}, {'id': 182621, 'name': 'salvage'}, {'id': 182625, 'name': 'rich snob'}, {'id': 209714, 'name': '3d'}, {'id': 210184, 'name': '1910s'}]",en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",26.88907,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-18,1845034188,194,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Nothing on Earth could come between them.,Titanic,7.5,7770
200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",http://www.skyfall-movie.com,37724,"[{'id': 470, 'name': 'spy'}, {'id': 4289, 'name': 'secret agent'}, {'id': 9740, 'name': 'sociopath'}, {'id': 15127, 'name': 'killer'}, {'id': 15478, 'name': 'art gallery'}, {'id': 156095, 'name': 'british secret service'}, {'id': 156345, 'name': 'istanbul turkey'}, {'id': 156395, 'name': 'imax'}, {'id': 159932, 'name': 'uzi'}, {'id': 163841, 'name': 'booby trap'}, {'id': 185071, 'name': 'impersonating a police officer'}, {'id': 185077, 'name': 'macao'}]",en,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",20.309585,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-25,1108561013,143,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Think on your sins.,Skyfall,6.9,7718
175000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.suicidesquad.com/,297761,"[{'id': 849, 'name': 'dc comics'}, {'id': 1296, 'name': 'shared universe'}, {'id': 2095, 'name': 'anti hero'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3289, 'name': 'villain'}, {'id': 9715, 'name': 'superhero'}, {'id': 194404, 'name': 'supervillain'}, {'id': 229266, 'name': 'dc extended universe'}]",en,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",42.965027,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-02,745600054,123,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Worst Heroes Ever,Suicide Squad,5.9,7717
79000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.lordoftherings.net/,121,"[{'id': 603, 'name': 'elves'}, {'id': 606, 'name': 'orcs'}, {'id': 609, 'name': 'middle-earth (tolkien)'}, {'id': 611, 'name': 'hobbit'}, {'id': 818, 'name': 'based on novel'}, {'id': 1653, 'name': 'explosive'}, {'id': 1964, 'name': 'cave'}, {'id': 4268, 'name': 'fort'}, {'id': 6092, 'name': 'army'}, {'id': 10364, 'name': 'mission'}, {'id': 10563, 'name': 'attack'}, {'id': 33788, 'name': 'guide'}, {'id': 177912, 'name': 'wizard'}, {'id': 189093, 'name': 'ring'}, {'id': 234213, 'name': 'sword and sorcery'}]",en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",29.423537,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-12-18,926287400,179,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8.0,7641
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www2.warnerbros.com/batmanbegins/index.html,272,"[{'id': 486, 'name': 'himalaya'}, {'id': 779, 'name': 'martial arts'}, {'id': 849, 'name': 'dc comics'}, {'id': 853, 'name': 'crime fighter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1568, 'name': 'undercover'}, {'id': 1701, 'name': 'hero'}, {'id': 1872, 'name': 'loss of father'}, {'id': 3679, 'name': 'society'}, {'id': 6969, 'name': 'gotham city'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9823, 'name': 'rivalry'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 10278, 'name': 'ninja'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 14536, 'name': 'crime'}, {'id': 163455, 'name': 'super powers'}, {'id': 173719, 'name': 'haunted by the past'}, {'id': 179095, 'name': 'evil doctor'}, {'id': 187710, 'name': 'escapade'}, {'id': 206694, 'name': 'master villain'}, {'id': 206700, 'name': 'fighting crime'}, {'id': 206709, 'name': 'unfulfillment'}, {'id': 206715, 'name': 'love and romance'}, {'id': 206716, 'name': 'unfulfilled love'}]",en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",28.505341,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Patalex III Productions Limited', 'id': 19231}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-10,374218673,140,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Evil fears the knight.,Batman Begins,7.5,7511
